Temperature,Dissolved Oxygen,pH,Bio-Chemical Oxygen Demand (mg/L),Faecal Streptococci (MPN/ 100 mL),Nitrate (mg/ L),Faecal Coliform (MPN/ 100 mL),Total Coliform (MPN/ 100 mL),Conductivity (mho/ Cm),WQI
21.0,7.15,7.55,1.65,1165.0,0.9360933591703349,6.55250788703459,7.754052639035757,4.886582645426277,26.78439565
22.5,6.7,7.3,1.3,307.5,0.5877866649021191,5.203457085524077,6.423246963533519,5.0271645960474665,30.55869672
24.0,7.55,7.3,1.75,1255.0,0.8960880245566356,6.803505257608338,7.828436359157585,5.093750200806762,32.85422856
25.0,7.35,7.7,1.8,1275.0,0.9932517730102833,6.836259277277067,7.844240718141811,4.859812404361672,26.16597424
26.0,5.9,7.75,1.4,1255.0,0.7654678421395714,6.3133668704454555,7.828436359157585,4.919980925828125,27.58746229
27.0,7.8,7.9,1.55,1375.0,0.8960880245566356,6.836259277277067,7.919719760924575,4.8283137373023015,25.3646028
27.0,7.7,7.55,1.7,700.0,1.0986122886681098,6.246106765481563,7.244941546337007,4.820281565605037,25.14637631
24.5,7.8,7.5,1.75,880.0,0.9360933591703349,6.55250788703459,7.473637108496206,4.852030263919617,25.9219819
29.0,5.75,7.6,1.55,1400.0,0.7884573603642702,7.048386408721883,7.937731775260109,4.952299717083292,28.57688013
21.5,5.0,7.75,2.0,675.45,0.8754687373538999,6.13534841743656,7.20926628937036,4.886582645426277,26.69231607
23.0,7.55,7.6,1.6,1055.0,0.7654678421395714,6.621405651764134,7.65491704784832,4.672828834461906,21.72532056
25.5,6.8,7.05,1.95,950.0,0.832909122935104,6.803505257608338,7.550135342488429,3.970291913552122,11.06405569
22.0,4.75,7.35,3.65,2305.0,0.9932517730102833,7.215975002651466,8.436200032206706,5.241747015059643,38.09068821
24.5,6.95,7.35,1.35,450.0,1.0116009116784799,6.246106765481563,6.803505257608338,5.147494476813453,34.56946104
24.0,6.7,7.15,1.35,600.0,0.7178397931503169,6.406879986069314,7.0909098220799835,5.214935757608986,36.8789237
23.0,7.0,7.4,1.3,425.0,0.6931471805599453,5.802118375377063,6.7464121285733745,4.840242308167575,25.46941316
29.5,4.45,7.15,1.95,3590.0,0.8544153281560676,5.802118375377063,8.879193928110318,3.481240089335692,6.891313452
23.5,5.9,7.15,1.65,450.0,0.9932517730102833,6.246106765481563,6.803505257608338,5.120983351265121,33.6497934
23.0,7.4,7.4,2.05,790.0,0.8960880245566356,6.246106765481563,7.365812837209472,4.783316371371566,24.19832599
25.0,4.45,5.7,1.7,402.5,0.832909122935104,5.802118375377063,6.692083742506628,5.099866427824199,32.8191762
24.0,5.9,7.75,1.8,1057.5,0.8109302162163288,7.048386408721883,7.65728279297819,4.499809670330265,18.39914755
22.0,2.3,6.7,2.3,1400.0,0.9162907318741551,6.594413459749778,7.937731775260109,4.890349128221754,26.75441475
26.0,6.25,7.3,3.1,1150.0,1.33500106673234,6.836259277277067,7.741099090035366,4.848116364598481,25.98486231
29.0,5.3,7.3,2.05,950.0,0.9360933591703349,6.803505257608338,7.550135342488429,4.757891273005756,23.62447691
22.5,5.45,7.15,2.1,650.0,0.832909122935104,6.302618975744905,7.170888478512505,4.574710978503383,19.67666159
23.5,5.5,6.95,2.05,1225.0,0.7884573603642702,6.302618975744905,7.804251383528112,4.770684624465665,23.82123963
26.0,6.45,7.4,2.0,350.0,0.9360933591703349,6.284134161070802,6.55250788703459,5.01396308418893,30.3180352
23.5,6.5,7.15,1.0,302.5,0.7178397931503169,5.707110264748875,6.406879986069314,4.1588830833596715,13.07422703
27.0,7.3,7.55,2.1,875.0,0.7178397931503169,6.406879986069314,7.467942332285852,4.448516375942715,17.46242295
27.0,7.25,7.75,1.65,58.5,0.5007752879124893,3.8918202981106265,4.770684624465665,6.064947323867785,85.5655961
27.5,1.7,7.7,27.0,567.5,0.22314355131420976,5.173320876373351,7.035268599281097,7.64826303090192,416.0789422
27.5,6.75,7.95,7.55,190.0,0.6151856390902334,4.135166556742356,5.942799375126701,6.506531165131227,133.0976285
27.5,6.7,7.85,2.5,111.0,0.8109302162163288,4.182050142641207,5.407171771460119,6.541751239754887,137.6697825
27.5,7.6,7.25,0.85,23.75,0.18232155679395465,1.0647107369924282,3.8815637979434374,6.115892125483034,89.93232762
27.5,0.8,7.95,123.5,512.5,0.3293037471426004,5.906723318652891,6.933423025730715,7.731711399653496,456.1776881
28.0,7.3,8.0,1.85,135.0,0.5007752879124893,4.276666119016055,5.602118820879701,5.796057750765372,65.51098198
30.5,0.0,7.5,32.5,2850.0,0.3001045924503381,6.018593214496234,8.648396877031582,7.580954821732386,389.3172014
28.0,7.0,8.35,1.4,35.5,0.262364264467491,2.4423470353692043,4.276666119016055,5.5053315359323625,49.03345025
27.0,7.35,8.05,0.95,12.25,0.09531017980432487,1.3609765531356006,3.2386784521643803,5.930918047239948,74.80810591
20.4,7.4,7.8,1.55,21.5,0.6151856390902334,1.9315214116032138,3.784189633918261,5.652489180268651,56.78297677
18.6,7.45,7.75,1.6,23.75,0.6678293725756554,2.128231705849268,3.8815637979434374,7.155396301896734,253.8031526
23.0,6.85,7.85,1.8,25.75,0.37156355643248307,2.388762789235098,3.960813169597578,5.503296947234575,48.93551543
22.5,7.65,8.2,1.1,21.0,0.36810932156439546,1.0296194171811581,3.7612001156935624,5.511410582008745,49.33120149
22.5,7.5,8.2,1.3,19.75,0.6151856390902334,1.0296194171811581,3.7013019741124933,5.867883485336628,70.33998169
23.0,7.75,8.15,1.2,20.25,0.5007752879124893,1.0296194171811581,3.7256934272366524,5.750984076140496,62.60988459
20.25,7.7,7.8,1.45,21.5,0.5877866649021191,2.0014800002101243,3.784189633918261,5.560681631015528,51.83730326
25.0,8.4,8.0,1.65,158.5,1.1939224684724346,2.3978952727983707,5.762051382780177,6.840011626895618,185.4410995
23.0,7.45,8.3,1.0,22.0,0.5306282510621704,1.0296194171811581,3.8066624897703196,5.738183901373533,61.81056201
24.5,8.0,8.0,2.15,617.5,1.3123786781697224,3.2771447329921766,7.119635638017636,6.933423025730715,203.5918835
25.0,8.65,8.0,2.15,552.5,2.1972245773362196,4.04305126783455,7.00850518208228,5.808142489980444,67.02740877
22.5,7.1,8.25,1.1,20.75,0.6678293725756554,2.388762789235098,3.7495040759303713,5.702114417555504,59.65083017
22.5,7.35,8.2,1.2,21.75,0.5596157879354227,1.0296194171811581,3.7954891891721947,5.840641657373398,68.44322866
20.15,7.6,7.75,1.45,0.0,0.5877866649021191,1.0296194171811581,0.0,5.641907070938114,56.18380094
20.05,7.15,7.95,1.5,12.5,0.5306282510621704,1.589235205116581,3.258096538021482,7.343426229147367,306.1935707
18.6,7.5,7.75,1.6,19.5,0.5306282510621704,1.8562979903656263,3.6888794541139363,5.715381610499553,60.42765041
18.7,7.5,7.7,1.6,22.5,0.6418538861723948,2.186051276738094,3.828641396489095,5.786897381366708,64.89609231
25.5,7.5,7.75,1.6,22.0,0.4700036292457356,1.0296194171811581,3.8066624897703196,6.003887067106539,80.51133321
24.5,8.5,8.2,1.75,540.75,1.1786549963416462,3.5085558999826545,6.987028459876645,5.545177444479562,51.2431362
25.6,5.7,7.85,1.6,19.5,0.7419373447293773,2.388762789235098,3.6888794541139363,5.991464547107982,79.5219365
18.95,7.4,7.75,1.75,22.75,0.6678293725756554,2.0014800002101243,3.8394523125933104,5.869296913133774,70.44429218
19.05,7.0,7.65,2.0,20.5,0.6418538861723948,2.0014800002101243,3.7376696182833684,7.720017940432244,446.0660539
23.5,7.1,8.1,1.0,20.5,0.5877866649021191,1.0296194171811581,3.7376696182833684,5.82452409235233,67.34437142
28.0,6.95,7.85,0.37,28.0,0.10885440491208209,3.258096538021482,4.04305126783455,5.643678550586496,56.18119136
28.0,6.9,7.95,0.6,27.75,0.1397619423751587,3.1780538303479458,4.034240638152395,5.616771097666572,54.71131534
25.0,7.4,7.7,0.55,60.75,0.4054651081081644,2.772588722239781,4.808111029984782,5.659482215759621,57.11477523
28.0,6.75,7.9,0.7,35.0,0.0,3.332204510175204,4.2626798770413155,7.361057716504462,311.5451069
28.5,6.5,7.95,0.9,140.0,0.0,4.388257184424518,5.638354669333745,9.134862230800225,1834.54911
